Geo Point;Name;Name (en);Name (fr);IATA code;ICAO code;Wikipedia id;Wikidata id;Website;Phone;Operator;Description;Edit in OSM;Source;other_tags;Country;Country code
-2.8965439, 104.6963928;Bandar Udara Sultan Mahmud Badaruddin II;Sultan Mahmud Badaruddin II Airport;;PLM;WIPP;id:Bandar Udara Internasional Sultan Mahmud Badaruddin II;Q1432286;;+62 711 385001;PT. Angkasa Pura II;;https://www.openstreetmap.org/edit?node=169004547;;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""closest_town"": ""Palembang"", ""ele"": ""37"", ""fax"": ""+62 711 385015""}";Indonesia;ID
50.2696538, 28.7432101;"Міжнародний аеропорт ""Житомир"" імені Сергія Корольова";Zhytomyr International Airport Sergei Korolev;;ZTR;UKKV;;;;0412433008;;;https://www.openstreetmap.org/edit?node=169846592;https://www.kmu.gov.ua/npas/pro-vidkrittya-punktu-propusku-cher-a714r;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""name:uk"": ""\u041c\u0456\u0436\u043d\u0430\u0440\u043e\u0434\u043d\u0438\u0439 \u0430\u0435\u0440\u043e\u043f\u043e\u0440\u0442 \""\u0416\u0438\u0442\u043e\u043c\u0438\u0440\"" \u0456\u043c\u0435\u043d\u0456 \u0421\u0435\u0440\u0433\u0456\u044f \u041a\u043e\u0440\u043e\u043b\u044c\u043e\u0432\u0430""}";Ukraine;UA
41.6677564, -1.0487628;Aeropuerto de Zaragoza;Zaragoza Airport;;ZAZ;LEZG;es:Aeropuerto de Zaragoza;Q704823;https://www.aena.es/es/zaragoza.html;;;;https://www.openstreetmap.org/edit?node=174775672;ourairports.com + local knowledge;"{""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Base A\u00e9rea de Zaragoza"", ""contact:vhf"": ""122.100"", ""old_name"": ""Aeropuerto de Zaragoza General Sanjurjo""}";Spain;ES
29.2961724, 90.9081283;拉萨贡嘎国际机场 ལྷ་ས་གོང་དཀར་རྫོང།;Lhasa Gonggar Airport;;LXA;ZULS;en:Lhasa Gonggar Airport;Q786209;;;;;https://www.openstreetmap.org/edit?node=175406488;;"{""aerodrome"": ""international"", ""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""ele"": ""3571"", ""int_name"": ""Lhasa Gonggar(Kongga) International Airport"", ""name:bo"": ""\u0f63\u0fb7\u0f0b\u0f66\u0f0b\u0f42\u0f7c\u0f44\u0f0b\u0f51\u0f40\u0f62\u0f0b\u0f62\u0fab\u0f7c\u0f44\u0f0d"", ""name:hi"": ""\u0932\u094d\u0939\u093e\u0938\u093e \u0917\u094b\u0902\u0917\u093e\u0930 \u0935\u093f\u092e\u093e\u0928\u0915\u094d\u0937\u0947\u0924\u094d\u0930"", ""name:ru"": ""\u0410\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u041b\u0445\u0430\u0441\u0430 \u0413\u043e\u043d\u0433\u0433\u0430\u0440"", ""name:zh"": ""\u62c9\u8428\u8d21\u560e\u673a\u573a"", ""note"": ""\u6807\u6ce8aerodrome=international\u662f\u4e3a\u4e86\u5728\u516c\u5171\u4ea4\u901a\u5730\u56fe\u56fe\u5c42\u663e\u793a\u8be5\u673a\u573a"", ""ref"": ""LXA"", ""type"": ""public""}";China;CN
36.7733782, 48.3600959;فرودگاه زنجان;Zanjan International Airport;;JWN;OITZ;en:Zanjan Airport;Q6500850;;;;elevation in metres. sources based on DAFIF and worldaerodata.com;https://www.openstreetmap.org/edit?node=178457384;;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""contact:website"": ""http://zanjan.airport.ir/"", ""ele"": ""1640""}";Iran;IR
39.4880551, -0.4836608;Aeropuerto Internacional de Valencia;Valencia International Airport;;VLC;LEVC;;Q20455825;https://www.aena.es/es/valencia.html;+34 913211000;;;https://www.openstreetmap.org/edit?node=178540364;;"{""addr:city"": ""Manises"", ""addr:postcode"": ""46940"", ""addr:street"": ""Carretera del Aeropuerto"", ""aerodrome"": ""international"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Aeroport de Val\u00e8ncia-Manises"", ""alt_name:ca"": ""Aeroport de Manises;Aeroport de Val\u00e8ncia-Manises"", ""alt_name:es"": ""Aeropuerto de Manises;Aeropuerto de Valencia-Manises"", ""contact:vhf"": ""118.550"", ""loc_name"": ""Aeroport de Manises"", ""name:ca"": ""Aeroport Internacional de Val\u00e8ncia"", ""name:es"": ""Aeropuerto Internacional de Valencia"", ""name:it"": ""Aeroporto Internazionale di Valencia"", ""nohousenumber"": ""yes"", ""ref"": ""VLC""}";Spain;ES
10.1073083, -64.6929811;Aeropuerto Internacional General José Antonio Anzoátegui;José Antonio Anzoátegui International Airport;;BLA;SVBC;es:Aeropuerto Internacional General José Antonio Anzoátegui;Q2231506;https://www.aeropuertos.net/aeropuerto-internacional-general-jose-antonio-anzoategui/;+58-281-2752035;;;https://www.openstreetmap.org/edit?node=180301645;;"{""addr:city"": ""Barcelona"", ""addr:country"": ""VE"", ""addr:housename"": ""Aeropuerto General Jos\u00e9 Antonio Anzo\u00e1tegui"", ""addr:postcode"": ""6001"", ""addr:street"": ""Av. Aeropuerto"", ""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""alt_name"": ""General Jos\u00e9 Antonio Anzoategui International Airport"", ""closest_town"": ""Barcelona"", ""ele"": ""8"", ""image"": ""https://lh5.googleusercontent.com/p/AF1QipPpAF6figyYhb8ixyRfcyRgrphkS1-r28xBXFFN=w408-h306-k-no"", ""int_name"": ""Jos\u00e9 Antonio Anzo\u00e1tegui International Airport"", ""internet_access"": ""yes"", ""internet_access:fee"": ""no"", ""type"": ""public"", ""wheelchair"": ""yes""}";Venezuela;VE
38.8731281, 1.3724546;Aeroport d'Eivissa - es Codolar;Ibiza Airport;;IBZ;LEIB;en:Ibiza Airport;Q1431549;;;Aena;;https://www.openstreetmap.org/edit?node=183971126;wikipedia;"{""aerodrome"": ""international"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Aeroport d'Eivissa"", ""closest_town"": ""Ibiza"", ""ele"": ""6"", ""int_name"": ""Ibiza Airport"", ""name:ca"": ""Aeroport d'Eivissa - es Codolar"", ""name:de"": ""Flughafen Ibiza"", ""name:es"": ""Aeropuerto de Ibiza - es Codolar"", ""old_name"": ""Aer\u00f3dromo Es Codolar"", ""type"": ""public""}";Spain;ES
29.733299, 118.2564637;黄山屯溪国际机场;Huangshan Tunxi International Airport;;TXN;ZSTX;;Q1139165;http://www.hsairport.com/html/airport/;;;;https://www.openstreetmap.org/edit?node=184879660;Wikipedia;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""name:zh"": ""\u9ec4\u5c71\u5c6f\u6eaa\u56fd\u9645\u673a\u573a""}";China;CN
6.2861562, 81.1241706;Mattala Rajapaksa International Airport;Mattala Rajapaksa International Airport;;HRI;VCRI;en:Mattala Rajapaksa International Airport;Q652678;https://www.airport.lk/mria;;Airport & Aviation Services (Sri Lanka) Limited;;https://www.openstreetmap.org/edit?node=191260717;;"{""aerodrome"": ""international"", ""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""ele"": ""48"", ""name:si"": ""\u0db8\u0dad\u0dca\u0dad\u0dbd \u0dbb\u0dcf\u0da2\u0db4\u0d9a\u0dca\u0dc2 \u0da2\u0dcf\u0dad\u0dca\u200d\u0dba\u0db1\u0dca\u0dad\u0dbb \u0d9c\u0dd4\u0dc0\u0db1\u0dca\u0dad\u0ddc\u0da7\u0dd4\u0db4\u0dc5"", ""name:ta"": ""\u0bae\u0ba4\u0bcd\u0ba4\u0bb2 \u0bb0\u0bbe\u0b9c\u0baa\u0b95\u0bcd\u0b9a \u0b9a\u0bb0\u0bcd\u0bb5\u0ba4\u0bc7\u0b9a \u0bb5\u0bbf\u0bae\u0bbe\u0ba9\u0ba8\u0bbf\u0bb2\u0bc8\u0baf\u0bae\u0bcd"", ""ref"": ""HRI"", ""size"": ""large""}";Sri Lanka;LK
37.2496189, 27.6629818;Milas-Bodrum Havalimanı;Milas–Bodrum Airport;;BJV;LTFE;en:Milas–Bodrum Airport;Q766860;https://www.milasbodrum.dhmi.gov.tr/;+90 252 511 10 00;TAV Havalimanları Holding A.Ş.;;https://www.openstreetmap.org/edit?node=192090074;Wikipedia;"{""addr:city"": ""Ekinambar\u0131"", ""addr:postcode"": ""48670"", ""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""ele"": ""6"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""yes"", ""name:nl"": ""Luchthaven Milas-Bodrum"", ""name:tr"": ""Milas-Bodrum Havaliman\u0131"", ""ref"": ""BJV""}";Turkey;TR
41.1463286, 1.1684591;Aeroport de Reus;Reus Airport;;REU;LERS;ca:Aeroport de Reus;Q1332979;;;;;https://www.openstreetmap.org/edit?node=194439780;landsat;"{""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""ele"": ""71"", ""name:ca"": ""Aeroport de Reus"", ""name:es"": ""Aeropuerto de Reus""}";Spain;ES
41.4139584, 19.7196105;Aeroporti Ndërkombëtar i Tiranës Nënë Tereza;Tirana International Airport Mother Teresa;Aéroport International de Tirana Mère Teresa;TIA;LATI;en:Tirana International Airport Nënë Tereza;Q217226;https://www.tirana-airport.com/;;Tirana International Airport SHPK;;https://www.openstreetmap.org/edit?node=196954408;wikipedia;"{""aerodrome"": ""international"", ""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Aeroporti i Tiran\u00ebs"", ""ele"": ""38"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u062a\u064a\u0631\u0627\u0646\u0627 \u0627\u0644\u062f\u0648\u0644\u064a \u0627\u0644\u0623\u0645 \u062a\u064a\u0631\u064a\u0632\u0627"", ""name:de"": ""Internationaler Flughafen Tirana Mutter Teresa"", ""name:el"": ""\u0394\u03b9\u03b5\u03b8\u03bd\u03ad\u03c2 \u0391\u03b5\u03c1\u03bf\u03b4\u03c1\u03cc\u03bc\u03b9\u03bf \u03a4\u03b9\u03c1\u03ac\u03bd\u03c9\u03bd \u00ab\u039c\u03b7\u03c4\u03ad\u03c1\u03b1 \u03a4\u03b5\u03c1\u03ad\u03b6\u03b1\u00bb"", ""name:es"": ""Aeropuerto Internacional de Tirana Madre Teresa"", ""name:hi"": ""\u092e\u0926\u0930 \u091f\u0947\u0930\u0947\u0938\u093e \u0905\u0902\u0924\u0930\u094d\u0930\u093e\u0937\u094d\u091f\u094d\u0930\u0940\u092f \u0939\u0935\u093e\u0908 \u0905\u0921\u094d\u0921\u093e"", ""name:it"": ""Aeroporto Internazionale di Tirana Madre Teresa"", ""name:ja"": ""\u30c6\u30a3\u30e9\u30ca\u56fd\u969b\u7a7a\u6e2f \u30de\u30b6\u30fc\u30fb\u30c6\u30ec\u30b5"", ""name:mk"": ""\u041c\u0435\u0453\u0443\u043d\u0430\u0440\u043e\u0434\u0435\u043d \u0430\u0435\u0440\u043e\u0434\u0440\u043e\u043c \u0422\u0438\u0440\u0430\u043d\u0430"", ""name:pt"": ""Aeroporto Internacional de Tirana Madre Teresa"", ""name:ru"": ""\u041c\u0435\u0436\u0434\u0443\u043d\u0430\u0440\u043e\u0434\u043d\u044b\u0439 \u0430\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u0422\u0438\u0440\u0430\u043d\u044b \u0438\u043c\u0435\u043d\u0438 \u041c\u0430\u0442\u0435\u0440\u0438 \u0422\u0435\u0440\u0435\u0437\u044b"", ""name:sq"": ""Aeroporti N\u00ebn\u00eb Tereza"", ""name:uk"": ""\u041c\u0456\u0436\u043d\u0430\u0440\u043e\u0434\u043d\u0438\u0439 \u0430\u0435\u0440\u043e\u043f\u043e\u0440\u0442 \u0422\u0438\u0440\u0430\u043d\u0438 \u041c\u0430\u0442\u0435\u0440\u0456 \u0422\u0435\u0440\u0435\u0437\u0438"", ""name_1"": ""Tirana International Airport N\u00ebn\u00eb Tereza"", ""name_2"": ""Tirana International Airport Mother Teresa"", ""official_name"": ""Tirana International Airport N\u00ebn\u00eb Tereza"", ""old_name"": ""Rinas International Airport"", ""short_name"": ""Tirana Airport"", ""type"": ""public""}";Albania;AL
35.7292173, -5.9203803;Aeroport Tanger Ibn Battouta مطار طنجة ابن بطوطة;Tangier Ibn Battouta Airport;Aeroport Tanger Ibn Battouta;TNG;GMTT;ar:مطار طنجة ابن بطوطة الدولي;Q1433022;;;المكتب الوطني للمطارات;;https://www.openstreetmap.org/edit?node=197769543;;"{""aerodrome"": ""international"", ""aerodrome:type"": ""international;public"", ""aeroway"": ""aerodrome"", ""alt_name:es"": ""Aeropuerto de T\u00e1nger"", ""ele"": ""19"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u0637\u0646\u062c\u0629 \u0627\u0628\u0646 \u0628\u0637\u0648\u0637\u0629"", ""name:ber"": ""\u2d30\u2d63\u2d30\u2d33\u2d6f\u2d63 \u2d30\u2d33\u2d54\u2d30\u2d56\u2d4d\u2d30\u2d4f \u2d4f \u2d31\u2d4f\u2d53 \u2d31\u2d5f\u2d5f\u2d53\u2d5f\u2d30"", ""name:de"": ""Flughafen Tanger-Ibn Battuta"", ""name:es"": ""Aeropuerto de T\u00e1nger-Ibn Battuta"", ""operator:ar"": ""\u0627\u0644\u0645\u0643\u062a\u0628 \u0627\u0644\u0648\u0637\u0646\u064a \u0644\u0644\u0645\u0637\u0627\u0631\u0627\u062a"", ""operator:es"": ""Oficina Nacional de Aeropuertos"", ""operator:website"": ""https://www.onda.ma/ar""}";Morocco;MA
18.2054699, -63.0539256;Clayton J. Lloyd International Airport;Clayton J. Lloyd International Airport;;AXA;TQPF;en:Clayton J. Lloyd International Airport;Q1657604;;;Government of Anguilla;;https://www.openstreetmap.org/edit?node=200693728;Bing;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""ele"": ""38.7"", ""name:el"": ""\u0394\u03b9\u03b5\u03b8\u03bd\u03ad\u03c2 \u0391\u03b5\u03c1\u03bf\u03b4\u03c1\u03cc\u03bc\u03b9\u03bf \u039a\u03bb\u03ad\u03b9\u03c4\u03bf\u03bd \u03a4\u03b6. \u039b\u03cc\u03b9\u03bd\u03c4"", ""name:mk"": ""\u041c\u0435\u0453\u0443\u043d\u0430\u0440\u043e\u0434\u0435\u043d \u0430\u0435\u0440\u043e\u0434\u0440\u043e\u043c \u201e\u041a\u043b\u0435\u0458\u0442\u043e\u043d \u040f. \u041b\u043e\u0458\u0434\u201c"", ""old_name"": ""Anguilla Wallblake Airport"", ""operator:type"": ""public"", ""ref"": ""AXA"", ""vfr"": ""yes""}";United Kingdom;GB
43.3565362, -1.7908487;Donostiako aireportua/Aeropuerto de San Sebastián;San Sebastián Airport;Aéroport de Saint-Sébastien;EAS;LESO;;Q1432736;http://www.aena.es/es/aeropuerto-san-sebastian/index.html;;;;https://www.openstreetmap.org/edit?node=202976101;;"{""aerodrome"": ""international"", ""aeroway"": ""aerodrome"", ""alt_name:es"": ""Aeropuerto de Hondarribia; Aeropuerto de Fuenterrab\u00eda"", ""alt_name:eu"": ""Donostia-Hondarriba aireportua"", ""name:es"": ""Aeropuerto de San Sebasti\u00e1n"", ""name:eu"": ""Donostiako aireportua""}";France;FR
36.9145608, 54.3938926;فرودگاه گرگان;Gorgan International Airport;;GBT;OING;en:Gorgan Airport;Q3434613;;;;;https://www.openstreetmap.org/edit?node=203157704;;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""contact:website"": ""http://gorgan.airport.ir/""}";Iran;IR
13.6864526, 44.1372005;مطار تعز الدولي;Ta'izz International Airport;;TAI;OYTZ;en:Ta'izz International Airport;Q521292;;;;;https://www.openstreetmap.org/edit?node=204339006;wikipedia;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""closest_town"": ""Ta'izz"", ""ele"": ""1475"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u062a\u0639\u0632 \u0627\u0644\u062f\u0648\u0644\u064a"", ""type"": ""public""}";Yemen;YE
15.9659939, 48.7879099;مطار سيئون;Seiyun Airport;;GXF;OYSY;en:Seiyun Airport;Q2583928;;;;;https://www.openstreetmap.org/edit?node=205326542;;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""int_name"": ""Sayun Airport"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u0633\u064a\u0626\u0648\u0646""}";Yemen;YE
30.1935042, -97.6637753;Austin-Bergstrom International Airport;Austin-Bergstrom International Airport;;AUS;KAUS;en:Austin–Bergstrom International Airport;Q1430913;http://www.ci.austin.tx.us;;City of Austin;;https://www.openstreetmap.org/edit?node=209060967;wikipedia;"{""FAA:LFSN"": ""23369.*A"", ""addr:city"": ""Austin"", ""addr:housenumber"": ""3600"", ""addr:postcode"": ""78719"", ""addr:state"": ""TX"", ""addr:street"": ""Presidential Boulevard"", ""aerodrome"": ""international"", ""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""alt_name"": ""Bergstrom ARS Airport"", ""city_served"": ""Greater Austin"", ""ele"": ""158"", ""faa"": ""AUS"", ""gnis:feature_id"": ""1386181"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""no"", ""name:es"": ""Aeropuerto Internacional de Austin-Bergstrom"", ""operator:type"": ""public"", ""short_name"": ""ABIA"", ""source_ref"": ""geonames.usgs.gov"", ""type"": ""public"", ""wheelchair"": ""yes""}";United States of America;US
39.3024609, -94.7097541;Kansas City International Airport;Kansas City International Airport;;MCI;KMCI;en:Kansas City International Airport;Q1431674;https://www.flykci.com/;;;;https://www.openstreetmap.org/edit?node=209241979;wikipedia;"{""FAA:LFSN"": ""11816.6*A"", ""addr:city"": ""Kansas City"", ""addr:housenumber"": ""1"", ""addr:postcode"": ""64153"", ""addr:state"": ""MO"", ""addr:street"": ""International Circle"", ""aerodrome"": ""international"", ""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""city_served"": ""Kansas City, Missouri"", ""ele"": ""303"", ""gnis:feature_id"": ""758755"", ""old_name"": ""Mid-Continent International Airport"", ""owner"": ""City of Kansas City"", ""source_ref"": ""geonames.usgs.gov"", ""type"": ""public""}";United States of America;US
41.7224437, -71.428095;Rhode Island T. F. Green International Airport;;;PVD;KPVD;en:Rhode Island T. F. Green International Airport;Q787782;https://www.pvdairport.com/;"+1 888 268 7222;+1 401 691 2471";Rhode Island Airport Corporation;;https://www.openstreetmap.org/edit?node=209870429;wikipedia;"{""FAA:LFSN"": ""22024.*A"", ""addr:city"": ""Warwick"", ""addr:country"": ""US"", ""addr:housenumber"": ""2000"", ""addr:postcode"": ""02886"", ""addr:state"": ""RI"", ""addr:street"": ""Post Road"", ""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""contact:facebook"": ""https://www.facebook.com/TFGreenAirport"", ""contact:twitter"": ""https://twitter.com/tfgreenairport"", ""ele"": ""17"", ""email"": ""CustomerService@PVDairport.com"", ""faa"": ""PVD"", ""gnis:feature_id"": ""1219029"", ""name:etymology:wikidata"": ""Q438275"", ""official_name"": ""Theodore Francis Green Memorial State Airport"", ""old_name"": ""Hillsgrove Airport"", ""ref"": ""PVD"", ""start_date"": ""1937-09"", ""type"": ""public""}";United States of America;US
49.4982067, 11.0777491;Albrecht-Dürer-Airport Nürnberg;Albrecht Dürer Airport Nuremberg;Aéroport de Nuremberg;NUE;EDDN;de:Flughafen Nürnberg;Q265994;https://www.airport-nuernberg.de/;;Flughafen Nürnberg GmbH;;https://www.openstreetmap.org/edit?node=210192496;wikipedia;"{""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""cargo_volume"": ""7596"", ""closest_town"": ""N\u00fcrnberg"", ""ele"": ""319"", ""int_name"": ""Albrecht D\u00fcrer Airport Nuremberg"", ""landuse"": ""airport"", ""name:de"": ""Albrecht-D\u00fcrer-Airport N\u00fcrnberg"", ""name:eo"": ""Flughaveno Nurenbergo"", ""name:es"": ""Aeropuerto de N\u00faremberg"", ""name:fi"": ""N\u00fcrnbergin lentoasema"", ""name:it"": ""Aeroporto di Norimberga"", ""name:ja"": ""\u30cb\u30e5\u30eb\u30f3\u30d9\u30eb\u30af\u7a7a\u6e2f"", ""name:mk"": ""\u0410\u0435\u0440\u043e\u0434\u0440\u043e\u043c \u041d\u0438\u0440\u043d\u0431\u0435\u0440\u0433"", ""name:ms"": ""Lapangan Terbang Nurnberg"", ""name:nl"": ""Luchthaven Neurenberg"", ""name:pl"": ""Port lotniczy Norymberga"", ""name:ru"": ""\u041d\u044e\u0440\u043d\u0431\u0435\u0440\u0433"", ""name:vi"": ""S\u00e2n bay Nuremberg"", ""name:zh"": ""\u7ebd\u4f26\u5821\u673a\u573a"", ""note"": ""Flughafenumz\u00e4unung, einige Stellen geraten, bes. im osten"", ""passengers"": ""3600000"", ""ref"": ""NUE"", ""wheelchair"": ""yes"", ""wikimedia_commons"": ""Category:Nuremberg Airport""}";Germany;DE
36.9949291, 14.6070941;"Aeroporto di Comiso ""Pio La Torre""";Comiso Airport;;CIY;LICB;;Q1431127;https://aeroportodicomiso.eu/;;So.A.Co. Spa;;https://www.openstreetmap.org/edit?node=211454743;;"{""aerodrome"": ""international"", ""aerodrome:type"": ""public"", ""aeroway"": ""aerodrome"", ""ele"": ""190"", ""internet_access"": ""yes"", ""internet_access:fee"": ""no"", ""local_ref"": ""RG06"", ""name:it"": ""Aeroporto di Comiso \""Pio La Torre\"""", ""old_name"": ""Base NATO Comiso"", ""operator:type"": ""public"", ""ref"": ""CIY""}";Italy;IT
-20.0132741, 28.622824;Joshua Mqabuko Nkomo International Airport;;;BUQ;FVJN;;Q556056;;;;;https://www.openstreetmap.org/edit?node=213485751;;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""wikipedia:en"": ""Joshua Mqabuko Nkomo International Airport""}";Zimbabwe;ZW
24.887666, 55.1614005;مطار آل مكتوم الدولي;Al Maktoum International Airport;;DWC;OMDW;ar:مطار آل مكتوم الدولي;Q1065223;https://www.dubaiairports.ae/;;;;https://www.openstreetmap.org/edit?node=214188740;;"{""aerodrome"": ""international"", ""aeroway"": ""aerodrome"", ""alt_name"": ""\u062f\u0628\u064a \u0648\u0631\u0644\u062f \u0633\u0646\u062a\u0631\u0627\u0644"", ""alt_name:en"": ""Dubai World Central"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u0622\u0644 \u0645\u0643\u062a\u0648\u0645 \u0627\u0644\u062f\u0648\u0644\u064a"", ""name:he"": ""\u05e9\u05d3\u05d4 \u05ea\u05e2\u05d5\u05e4\u05d4 \u05d1\u05d9\u05e0\u05dc\u05d0\u05d5\u05de\u05d9 \u05d0\u05dc \u05de\u05e7\u05d8\u05d5\u05dd"", ""name:ml"": ""\u0d05\u0d7d \u0d2e\u0d15\u0d4d\u0d24\u0d42\u0d02 \u0d05\u0d28\u0d4d\u0d24\u0d3e\u0d30\u0d3e\u0d37\u0d4d\u0d1f\u0d4d\u0d30 \u0d35\u0d3f\u0d2e\u0d3e\u0d28\u0d24\u0d4d\u0d24\u0d3e\u0d35\u0d33\u0d02""}";United Arab Emirates;AE
42.3650306, 69.4755057;Шымкент Халықаралық Әуежайы;Shymkent International Airport;;CIT;UAII;kk:Шымкент Халықаралық Әуежайы;Q27315;;;JSC Shymkent Airport;;https://www.openstreetmap.org/edit?node=216912041;wikipedia;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""closest_town"": ""Shymkent"", ""ele"": ""422"", ""int_name"": ""\u015e\u0131mkent Xal\u0131qaral\u0131q \u00c4wejay\u0131"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u0634\u064a\u0645\u0643\u0646\u062a \u0627\u0644\u062f\u0648\u0644\u064a"", ""name:kk"": ""\u0428\u044b\u043c\u043a\u0435\u043d\u0442 \u0425\u0430\u043b\u044b\u049b\u0430\u0440\u0430\u043b\u044b\u049b \u04d8\u0443\u0435\u0436\u0430\u0439\u044b"", ""name:pl"": ""Mi\u0119dzynarodowy port lotniczy Szymkent"", ""name:ru"": ""\u0410\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u0428\u044b\u043c\u043a\u0435\u043d\u0442"", ""name:tr"": ""\u00c7imkent Uluslararas\u0131 Havaliman\u0131"", ""name:zh"": ""\u5947\u59c6\u80af\u7279\u570b\u969b\u6a5f\u5834""}";Kazakhstan;KZ
30.3667994, 48.2295362;فرودگاه بین‌المللی آبادان;Abadan international Airport;;ABD;OIAA;en:Abadan International Airport;Q1948430;https://abadan.airport.ir/;"+98 61 53366494;+98 61 53366495";;;https://www.openstreetmap.org/edit?node=217958792;wikipedia;"{""aerodrome"": ""international"", ""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""ele"": ""6"", ""name:ar"": ""\u0645\u0637\u0627\u0631 \u0639\u0628\u0627\u062f\u0627\u0646 \u0627\u0644\u062f\u0648\u0644\u064a""}";Iran;IR
21.0407385, -86.8759453;Aeropuerto Internacional de Cancún;Cancun International Airport;;CUN;MMUN;en:Cancún International Airport;Q641967;https://www.airportcancun.com;;ASUR;;https://www.openstreetmap.org/edit?node=223928508;Gagravarr_Airports, ASUR;"{""aerodrome:type"": ""international"", ""aeroway"": ""aerodrome"", ""internet_access"": ""wlan"", ""is_in"": ""Cancun,Quintana Roo,Mexico"", ""name:ru"": ""\u041c\u0435\u0436\u0434\u0443\u043d\u0430\u0440\u043e\u0434\u043d\u044b\u0439 \u0430\u044d\u0440\u043e\u043f\u043e\u0440\u0442 \u041a\u0430\u043d\u043a\u0443\u043d""}";Mexico;MX
